id,email,first_name,last_name,country,city,industry,number_of_employees,annual_revenue,job_title,seniority,deal_stage,deal_type,pipeline,amount,close_date,inbound_source,deal_source_of_the_deal,lifecycle_stage,lead_status,has_meeting,meeting_count,days_to_demo
792,fernando.ramirez63@gmail.com,Fernando,Ramírez,España,Sevilla,Manufactura,242,25065902,HR Manager,Manager,champion engaged,New Business,Partnerships,3911,,Google,google_paid_display,sales qualified lead,open deal,false,0,
793,jorge.herrera52@outlook.com,Jorge,Herrera,Perú,Chiclayo,Educación,35,2766874,VP of Operations,C-Level / VP,won,New Business,Inbound,26930,2026-04-16,LinkedIn,linkedin_paid_awareness,customer,open deal,true,6,13
794,agustin.sanchez29@tecnologiacorp.com,Agustín,Sánchez,Chile,Antofagasta,Tecnología,680,176002925,HR Generalist,IC,approaching,New Business,Outbound,,,Google,google_paid_display,lead,open,false,0,
795,rodrigo.ramos80@outlook.com,Rodrigo,Ramos,Argentina,Córdoba,Telecomunicaciones,428,25071996,Payroll Analyst,IC,approaching,New Business,Outbound,,,Google,google_paid_performance_max,lead,new,false,0,
796,patricia.sanchez91@manufacturasa.com.ar,Patricia,Sánchez,México,Tijuana,Manufactura,34,1077620,People Manager,Manager,won,Upsell,Inbound,7414,2026-02-10,Event,event_conference,customer,open deal,true,8,9
797,maria.torres24@alimentaciongroup.cl,María,Torres,Argentina,Mendoza,Alimentación,8390,238055452,Benefits Coordinator,IC,champion engaged,New Business,Enterprise,8163,,Facebook,facebook_paid_lookalike,sales qualified lead,open deal,true,6,19
798,monica.gomez82@outlook.com,Monica,Gómez,Colombia,Bogotá,Salud,712,155484952,People Operations Coordinator,IC,champion engaged,New Business,Enterprise,16649,,Instagram,instagram_paid_feed,sales qualified lead,open deal,true,3,32
799,andrea.chavez41@telecomunicacionesgroup.co,Andrea,Chávez,México,Ciudad de México,Telecomunicaciones,6105,306257503,HR Business Partner,Manager,lost,New Business,Enterprise,13388,2026-07-29,LinkedIn,linkedin_paid_conversion,lead,unqualified,true,2,29
800,jimena.rodriguez24@construccionsa.co,Jimena,Rodríguez,Chile,La Serena,Construcción,156,10064493,Workforce Manager,Manager,decision maker engaged,New Business,Partnerships,6644,2026-10-20,Google,google_paid_display,sales qualified lead,open deal,false,0,
801,valentina.aguilar24@retailsolutions.com,Valentina,Aguilar,Brasil,Rio de Janeiro,Retail,4914,806868773,HR Analyst,IC,pilot,New Business,Outbound,13873,2026-04-24,Facebook,facebook_paid_lookalike,opportunity,open deal,false,0,
802,rafael.ortiz24@saludsrl.com,Rafael,Ortiz,Argentina,Tucumán,Salud,896,102391505,Operations Manager,Manager,lost,New Business,Enterprise,38514,2024-02-06,Google,google_paid_performance_max,lead,unqualified,true,6,26
803,andres.suarez1@construccioninc.mx,Andrés,Suárez,Chile,Valparaíso,Construcción,465,64960376,People Operations Coordinator,IC,discovery,New Business,Inbound,,,Instagram,instagram_paid_feed,marketing qualified lead,open,false,0,
804,jorge.romero18@tecnologiagroup.mx,Jorge,Romero,España,Valencia,Tecnología,201,52091936,HR Assistant,IC,demo,New Business,Inbound,8170,,LinkedIn,linkedin_paid_conversion,sales qualified lead,open deal,true,2,26
805,laura.gutierrez76@alimentaciontech.com,Laura,Gutiérrez,Perú,Piura,Alimentación,671,95452979,Chief People Officer,C-Level / VP,champion engaged,New Business,Enterprise,95407,,LinkedIn,linkedin_paid_retargeting,sales qualified lead,open deal,true,6,42
806,andres.suarez19@gmail.com,Andrés,Suárez,España,Bilbao,Salud,92,18061059,HR Business Partner,Manager,prequalified,New Business,Inbound,,,Instagram,instagram_paid_stories,marketing qualified lead,in progress,false,0,
807,ana.rojas48@alimentaciontech.cl,Ana,Rojas,Chile,Santiago,Alimentación,1473,674231587,Talent Acquisition Specialist,IC,won,New Business,Enterprise,11508,2025-10-26,Google,google_paid_search,customer,open deal,true,4,35
808,valeria.diaz74@retailsa.co,Valeria,Díaz,México,Guadalajara,Retail,311,74721685,Training Manager,Manager,discovery,New Business,Inbound,,,Google,google_paid_display,marketing qualified lead,in progress,false,0,
809,diego.chavez83@gmail.com,Diego,Chávez,Colombia,Barranquilla,Logística,826,165289992,HR Analyst,IC,demo,New Business,Enterprise,15375,,Facebook,facebook_paid_retargeting,sales qualified lead,open deal,false,0,
810,andrea.medina26@alimentacionsa.com.ar,Andrea,Medina,España,Barcelona,Alimentación,167,15769140,HR Consultant,Technical,discovery,New Business,Inbound,,,Google,google_paid_display,marketing qualified lead,open,false,0,
811,maria.ramirez63@manufacturasrl.com.ar,María,Ramírez,Argentina,Córdoba,Manufactura,495,56092100,People Manager,Manager,final negotiation,New Business,Outbound,9644,2025-11-26,Instagram,instagram_paid_feed,opportunity,open deal,true,3,30
812,jimena.gonzalez73@outlook.com,Jimena,González,Chile,Santiago,Manufactura,811,129636212,HR Business Partner,Manager,lost,New Business,Outbound,6194,2026-08-02,LinkedIn,linkedin_paid_awareness,lead,unqualified,true,6,15
813,rafael.hernandez8@retailtech.mx,Rafael,Hernández,México,Guadalajara,Retail,34,3755572,Employee Experience Manager,Manager,pilot,New Business,Partnerships,9977,2026-05-09,LinkedIn,linkedin_paid_conversion,opportunity,open deal,true,4,4
814,agustin.vega84@logisticacorp.cl,Agustín,Vega,Brasil,São Paulo,Logística,93,15406150,VP of People,C-Level / VP,decision maker engaged,New Business,Outbound,20038,2024-02-26,Facebook,facebook_paid_prospecting,sales qualified lead,open deal,true,7,6
815,alejandro.reyes47@logisticatech.com,Alejandro,Reyes,Colombia,Cartagena,Logística,167,16929569,Benefits Coordinator,IC,discovery,New Business,Outbound,,,Instagram,instagram_paid_stories,marketing qualified lead,in progress,false,0,
816,roberto.vega99@gmail.com,Roberto,Vega,Brasil,São Paulo,Tecnología,5036,305634204,Director General,C-Level / VP,prequalified,New Business,Outbound,,,LinkedIn,linkedin_paid_conversion,marketing qualified lead,in progress,false,0,
817,gustavo.castro55@educaciongroup.cl,Gustavo,Castro,España,Valencia,Educación,9829,221924761,Recruiter,IC,approaching,New Business,Outbound,,,Referral,referral_organic,lead,new,false,0,
818,nicolas.herrera38@alimentacionsrl.com.ar,Nicolás,Herrera,España,Valencia,Alimentación,53,8450668,HRIS Specialist,Technical,discovery,New Business,Outbound,,,Facebook,facebook_paid_lookalike,marketing qualified lead,in progress,true,2,22
819,ana.cabrera42@alimentacioncorp.mx,Ana,Cabrera,Brasil,Porto Alegre,Alimentación,181,17574876,HR Analyst,IC,approaching,New Business,Partnerships,,,Referral,referral_organic,lead,new,false,0,
820,sofia.vargas9@logisticainc.cl,Sofía,Vargas,México,Monterrey,Logística,568,181457683,HRIS Specialist,Technical,lead,New Business,Enterprise,,,Instagram,instagram_paid_reels,lead,open,false,0,
821,pablo.munoz87@gmail.com,Pablo,Muñoz,Chile,Santiago,Salud,351,52977639,Employee Experience Manager,Manager,approaching,New Business,Inbound,,,Instagram,instagram_paid_feed,lead,new,false,0,
822,eduardo.cruz91@outlook.com,Eduardo,Cruz,España,Madrid,Logística,939,191931000,HR Business Partner,Manager,discovery,New Business,Outbound,,,LinkedIn,linkedin_paid_awareness,marketing qualified lead,open,false,0,
823,monica.ramirez70@outlook.com,Monica,Ramírez,Colombia,Cartagena,Alimentación,298,15449359,CFO,C-Level / VP,champion engaged,New Business,Outbound,28333,,Organic,organic_seo,sales qualified lead,open deal,false,0,
824,natalia.jimenez92@alimentacioncorp.com,Natalia,Jiménez,España,Barcelona,Alimentación,645,196355548,People Analytics Specialist,Technical,lost,New Business,Outbound,27206,2026-08-01,Google,google_paid_performance_max,lead,bad timing,true,6,14
825,martin.vargas19@gmail.com,Martín,Vargas,Argentina,Buenos Aires,Construcción,5420,180550246,Benefits Coordinator,IC,won,New Business,Enterprise,15273,2026-12-16,Instagram,instagram_paid_stories,customer,open deal,true,2,33
826,patricia.castro18@logisticatech.com.ar,Patricia,Castro,España,Valencia,Logística,9554,444091303,Founder & CEO,C-Level / VP,lost,New Business,Enterprise,118872,2025-04-11,LinkedIn,linkedin_paid_retargeting,lead,bad timing,true,5,39
827,claudia.flores86@educacionsolutions.co,Claudia,Flores,Chile,Valparaíso,Educación,452,15860867,Payroll Analyst,IC,champion engaged,New Business,Partnerships,6973,,Organic,organic_seo,sales qualified lead,open deal,true,2,38
828,rodrigo.romero58@retailtech.com,Rodrigo,Romero,España,Sevilla,Retail,645,74821514,Recruiter,IC,lost,New Business,Outbound,16239,2025-10-23,Instagram,instagram_paid_reels,lead,unqualified,true,2,13
829,camila.rivera16@alimentaciontech.cl,Camila,Rivera,Perú,Arequipa,Alimentación,864,131143706,People Operations Coordinator,IC,won,New Business,Outbound,12712,2026-09-04,Google,google_paid_performance_max,customer,open deal,true,4,8
830,nicolas.hernandez93@manufacturacorp.cl,Nicolás,Hernández,Argentina,Tucumán,Manufactura,629,167872451,People Operations Coordinator,IC,approaching,New Business,Outbound,,,Facebook,facebook_paid_retargeting,lead,new,false,0,
831,rodrigo.suarez28@gmail.com,Rodrigo,Suárez,Argentina,Córdoba,Alimentación,231,68142147,Compensation & Benefits Manager,Manager,approaching,New Business,Inbound,,,Facebook,facebook_paid_retargeting,lead,open,false,0,
832,eduardo.sanchez92@gmail.com,Eduardo,Sánchez,Argentina,Tucumán,Construcción,168,7522181,Talent Acquisition Specialist,IC,approaching,New Business,Inbound,,,Referral,referral_organic,lead,new,false,0,
833,isabella.cabrera39@finanzasinc.com.ar,Isabella,Cabrera,España,Barcelona,Finanzas,993,84473171,HR Consultant,Technical,pilot,New Business,Enterprise,17202,2025-11-15,LinkedIn,linkedin_paid_awareness,opportunity,open deal,true,1,30
834,rafael.herrera66@alimentaciongroup.co,Rafael,Herrera,Argentina,Mendoza,Alimentación,451,55773070,Talent Acquisition Manager,Manager,prequalified,New Business,Partnerships,,,Facebook,facebook_paid_lookalike,marketing qualified lead,open,false,0,
835,laura.munoz38@logisticatech.co,Laura,Muñoz,Colombia,Medellín,Logística,254,72783261,HR Coordinator,IC,final negotiation,New Business,Outbound,11106,2025-10-13,Instagram,instagram_paid_feed,opportunity,open deal,true,7,32
836,vanessa.ramirez3@outlook.com,Vanessa,Ramírez,Colombia,Cartagena,Salud,291,36373589,Compensation & Benefits Manager,Manager,approaching,New Business,Outbound,,,Facebook,facebook_paid_lookalike,lead,new,false,0,
837,pablo.romero87@outlook.com,Pablo,Romero,México,Puebla,Finanzas,159,5694465,People Operations Coordinator,IC,prequalified,New Business,Partnerships,,,Facebook,facebook_paid_retargeting,marketing qualified lead,in progress,false,0,
838,carolina.navarro88@gmail.com,Carolina,Navarro,México,Puebla,Manufactura,2445,340579509,HR Assistant,IC,lost,New Business,Enterprise,28666,2024-11-02,Instagram,instagram_paid_feed,lead,bad timing,true,1,17
839,agustin.herrera88@finanzastech.mx,Agustín,Herrera,México,Puebla,Finanzas,765,160041443,Payroll Analyst,IC,demo,New Business,Enterprise,7269,,Instagram,instagram_paid_feed,sales qualified lead,open deal,true,4,11
840,sergio.flores64@finanzassrl.com,Sergio,Flores,España,Barcelona,Finanzas,3009,523562400,People Operations Coordinator,IC,prequalified,New Business,Outbound,,,Referral,referral_organic,marketing qualified lead,in progress,false,0,
841,martin.reyes79@manufacturasrl.com,Martín,Reyes,España,Barcelona,Manufactura,5141,973181607,Payroll Manager,Manager,decision maker engaged,New Business,Enterprise,41294,2025-10-01,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,true,4,22
842,luis.cruz9@manufacturasrl.com,Luis,Cruz,Colombia,Cali,Manufactura,912,165099881,CFO,C-Level / VP,champion engaged,New Business,Outbound,31769,,LinkedIn,linkedin_paid_retargeting,sales qualified lead,open deal,true,1,42
843,laura.suarez95@retailsa.com.ar,Laura,Suárez,Chile,La Serena,Retail,97,3085005,Talent Acquisition Manager,Manager,won,Expansion,Partnerships,11578,2024-12-11,Facebook,facebook_paid_prospecting,customer,open deal,true,5,17
844,gustavo.romero35@retailsolutions.mx,Gustavo,Romero,Brasil,Curitiba,Retail,443,25481240,HR Consultant,Technical,lost,New Business,Partnerships,10215,2026-03-17,LinkedIn,linkedin_paid_conversion,lead,bad timing,true,8,3
845,santiago.perez61@telecomunicacionescorp.com,Santiago,Pérez,Argentina,Mendoza,Telecomunicaciones,403,65829740,HR Analyst,IC,won,New Business,Outbound,12791,2026-04-05,Facebook,facebook_paid_lookalike,customer,open deal,true,1,33
846,javier.ortiz39@educaciongroup.com,Javier,Ortiz,México,Tijuana,Educación,37,3202798,HR Analyst,IC,demo,New Business,Partnerships,9724,,Instagram,instagram_paid_feed,sales qualified lead,open deal,true,5,45
847,elena.sanchez36@finanzasinc.co,Elena,Sánchez,España,Bilbao,Finanzas,480,42727945,HR Manager,Manager,lead,New Business,Outbound,,,Facebook,facebook_paid_lookalike,lead,open,false,0,
848,isabella.castro29@telecomunicacionessolutions.co,Isabella,Castro,México,Puebla,Telecomunicaciones,5971,232550945,Recruiter,IC,prequalified,New Business,Outbound,,,Instagram,instagram_paid_reels,marketing qualified lead,open,true,1,40
849,santiago.hernandez66@saludinc.co,Santiago,Hernández,Brasil,Porto Alegre,Salud,825,102642665,HR Analyst,IC,champion engaged,New Business,Outbound,24200,,Organic,organic_seo,sales qualified lead,open deal,true,6,27
850,maria.gutierrez73@telecomunicacionesinc.co,María,Gutiérrez,Argentina,Rosario,Telecomunicaciones,6332,871713669,People Operations Coordinator,IC,pilot,New Business,Outbound,7365,2026-10-12,Google,google_paid_performance_max,opportunity,open deal,true,8,13
851,martin.ramirez92@logisticasa.cl,Martín,Ramírez,Argentina,Mendoza,Logística,124,13660373,Payroll Analyst,IC,won,New Business,Outbound,7895,2024-02-29,Instagram,instagram_paid_stories,customer,open deal,true,7,2
852,paola.cruz92@manufacturasolutions.com,Paola,Cruz,Perú,Arequipa,Manufactura,478,18350545,HR Systems Architect,Technical,lead,New Business,Outbound,,,Facebook,facebook_paid_retargeting,lead,open,false,0,
853,camila.ortiz9@outlook.com,Camila,Ortiz,Chile,Santiago,Logística,54,5508085,CEO,C-Level / VP,won,New Business,Partnerships,13564,2024-01-02,LinkedIn,linkedin_paid_conversion,customer,open deal,true,5,22
854,jorge.gomez87@telecomunicacionessa.com,Jorge,Gómez,México,Ciudad de México,Telecomunicaciones,51,16979290,HR Business Partner,Manager,decision maker engaged,New Business,Partnerships,4767,2024-12-17,LinkedIn,linkedin_paid_conversion,sales qualified lead,open deal,false,0,
855,lucia.suarez37@outlook.com,Lucía,Suárez,Brasil,Rio de Janeiro,Alimentación,318,46638977,People Operations Coordinator,IC,final negotiation,New Business,Partnerships,13074,2025-03-04,Facebook,facebook_paid_retargeting,opportunity,open deal,true,8,7
856,laura.torres3@retailsolutions.mx,Laura,Torres,Perú,Arequipa,Retail,471,42327352,HR Coordinator,IC,won,New Business,Outbound,6055,2026-04-21,Facebook,facebook_paid_prospecting,customer,open deal,true,1,15
857,hernan.cruz8@logisticainc.mx,Hernán,Cruz,Brasil,Porto Alegre,Logística,136,13800913,Organizational Development Specialist,Technical,champion engaged,New Business,Partnerships,8681,,LinkedIn,linkedin_paid_retargeting,sales qualified lead,open deal,false,0,
858,ana.ramos64@educacioninc.mx,Ana,Ramos,Colombia,Cali,Educación,32,4010619,Payroll Manager,Manager,lost,New Business,Outbound,14003,2025-07-07,Referral,referral_organic,lead,unqualified,true,4,28
859,ricardo.castro66@logisticagroup.com,Ricardo,Castro,Argentina,Rosario,Logística,6823,131948701,Benefits Coordinator,IC,won,New Business,Outbound,25250,2026-04-01,LinkedIn,linkedin_paid_conversion,customer,open deal,true,7,16
860,eduardo.munoz71@alimentacionsrl.com.ar,Eduardo,Muñoz,Argentina,Rosario,Alimentación,451,13050985,HR Analyst,IC,won,New Business,Inbound,12427,2024-07-19,Facebook,facebook_paid_lookalike,customer,open deal,true,8,42
861,jimena.herrera41@tecnologiacorp.cl,Jimena,Herrera,Colombia,Cartagena,Tecnología,4474,450850417,HR Coordinator,IC,champion engaged,New Business,Enterprise,12023,,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,false,0,
862,diego.gomez50@finanzassrl.com.ar,Diego,Gómez,Chile,Valparaíso,Finanzas,110,3202261,People Manager,Manager,lead,New Business,Outbound,,,Event,event_webinar,lead,open,false,0,
863,roberto.suarez44@educaciontech.cl,Roberto,Suárez,Brasil,Curitiba,Educación,166,7719669,HR Manager,Manager,lost,New Business,Partnerships,12061,2025-03-18,Referral,referral_organic,lead,unqualified,true,8,7
864,patricia.navarro10@finanzassolutions.mx,Patricia,Navarro,Brasil,Belo Horizonte,Finanzas,685,198606899,HR Manager,Manager,decision maker engaged,New Business,Enterprise,20108,2026-12-03,Organic,organic_seo,sales qualified lead,open deal,false,0,
865,sergio.medina64@gmail.com,Sergio,Medina,Colombia,Medellín,Finanzas,147,13864849,VP of Operations,C-Level / VP,prequalified,New Business,Outbound,,,Referral,referral_organic,marketing qualified lead,in progress,false,0,
866,rafael.herrera50@outlook.com,Rafael,Herrera,Chile,Santiago,Finanzas,129,2881072,VP of People,C-Level / VP,won,New Business,Partnerships,26968,2026-02-11,Facebook,facebook_paid_lookalike,customer,open deal,true,4,11
867,nicolas.gomez64@retailsa.mx,Nicolás,Gómez,España,Madrid,Retail,478,71271650,HRIS Specialist,Technical,won,New Business,Outbound,13977,2026-04-26,Instagram,instagram_paid_stories,customer,open deal,true,1,11
868,maria.chavez73@outlook.com,María,Chávez,Chile,Valparaíso,Retail,423,59279295,Recruiter,IC,champion engaged,New Business,Partnerships,4521,,Google,google_paid_search,sales qualified lead,open deal,false,0,
869,monica.reyes92@alimentacioninc.co,Monica,Reyes,Colombia,Barranquilla,Alimentación,32,1970437,HR Consultant,Technical,won,Expansion,Outbound,8406,2024-08-30,Facebook,facebook_paid_lookalike,customer,open deal,true,5,31
870,rodrigo.garcia92@telecomunicacionessrl.cl,Rodrigo,García,Chile,Concepción,Telecomunicaciones,28,625364,HR Business Partner,Manager,lost,New Business,Inbound,7605,2026-05-17,Google,google_paid_display,lead,bad timing,true,7,37
871,fernando.torres6@finanzasinc.co,Fernando,Torres,España,Madrid,Finanzas,20,4938193,HR Manager,Manager,lead,New Business,Outbound,,,Facebook,facebook_paid_retargeting,lead,open,false,0,
872,camila.gutierrez75@telecomunicacionesinc.mx,Camila,Gutiérrez,México,Tijuana,Telecomunicaciones,188,14072667,Talent Acquisition Specialist,IC,won,New Business,Outbound,12169,2025-02-02,Google,google_paid_search,customer,open deal,true,1,7
873,lucia.cruz43@saludsrl.mx,Lucía,Cruz,Brasil,São Paulo,Salud,157,3221428,Employee Experience Manager,Manager,discovery,New Business,Outbound,,,LinkedIn,linkedin_paid_conversion,marketing qualified lead,open,true,1,5
874,luis.vargas71@educacioncorp.com.ar,Luis,Vargas,Colombia,Cartagena,Educación,43,2326301,People Operations Coordinator,IC,lead,New Business,Inbound,,,Facebook,facebook_paid_prospecting,lead,new,false,0,
875,maria.ruiz25@educacionsrl.co,María,Ruiz,España,Bilbao,Educación,155,18592221,Workforce Planning Analyst,Technical,final negotiation,New Business,Partnerships,13957,2024-09-21,Facebook,facebook_paid_lookalike,opportunity,open deal,true,6,19
876,sergio.ramos20@gmail.com,Sergio,Ramos,Perú,Piura,Educación,3134,279094306,Talent Acquisition Manager,Manager,discovery,New Business,Outbound,,,Referral,referral_organic,marketing qualified lead,open,false,0,
877,eduardo.gomez12@outlook.com,Eduardo,Gómez,Chile,Antofagasta,Manufactura,720,167445011,Founder & CEO,C-Level / VP,decision maker engaged,New Business,Enterprise,93347,2024-12-09,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,false,0,
878,gabriela.sanchez56@gmail.com,Gabriela,Sánchez,Brasil,Rio de Janeiro,Salud,188,8498548,Talent Acquisition Manager,Manager,prequalified,New Business,Outbound,,,Facebook,facebook_paid_lookalike,marketing qualified lead,open,false,0,
879,vanessa.flores94@finanzassolutions.cl,Vanessa,Flores,México,Monterrey,Finanzas,2606,861200300,Training Manager,Manager,lead,New Business,Enterprise,,,Instagram,instagram_paid_reels,lead,new,false,0,
880,miguel.ruiz97@outlook.com,Miguel,Ruiz,Argentina,Córdoba,Salud,804,188672633,HR Analyst,IC,approaching,New Business,Outbound,,,Instagram,instagram_paid_stories,lead,new,false,0,
881,santiago.herrera22@construccionsa.cl,Santiago,Herrera,Chile,Valparaíso,Construcción,264,17433066,Workforce Manager,Manager,lost,New Business,Partnerships,14273,2025-09-10,Event,event_demo_day,lead,bad timing,true,2,3
882,nicolas.hernandez62@construcciontech.mx,Nicolás,Hernández,Argentina,Córdoba,Construcción,10,2902496,Talent Acquisition Manager,Manager,demo,New Business,Inbound,3851,,LinkedIn,linkedin_paid_retargeting,sales qualified lead,open deal,true,1,33
883,fernando.morales18@retailtech.co,Fernando,Morales,Argentina,Córdoba,Retail,63,19820099,HR Assistant,IC,prequalified,New Business,Partnerships,,,Facebook,facebook_paid_prospecting,marketing qualified lead,in progress,false,0,
884,valentina.rojas92@gmail.com,Valentina,Rojas,Colombia,Medellín,Manufactura,443,16384494,Employee Experience Manager,Manager,final negotiation,New Business,Outbound,14853,2026-08-08,LinkedIn,linkedin_paid_awareness,opportunity,open deal,true,8,19
885,ricardo.gutierrez88@gmail.com,Ricardo,Gutiérrez,Brasil,Curitiba,Educación,3834,196117250,VP of Operations,C-Level / VP,lost,New Business,Outbound,32952,2024-09-27,LinkedIn,linkedin_paid_conversion,lead,bad timing,true,3,10
886,javier.reyes56@construccionsrl.cl,Javier,Reyes,España,Valencia,Construcción,376,41079019,People Operations Coordinator,IC,won,New Business,Inbound,5767,2024-11-05,Facebook,facebook_paid_lookalike,customer,open deal,true,1,18
887,elena.gonzalez30@manufacturasolutions.co,Elena,González,Brasil,Curitiba,Manufactura,945,108346507,Employee Experience Manager,Manager,lost,New Business,Enterprise,16680,2026-02-23,Facebook,facebook_paid_lookalike,lead,bad timing,true,2,39
888,matias.lopez66@retailgroup.mx,Matías,López,Brasil,Rio de Janeiro,Retail,189,8400348,CEO,C-Level / VP,won,New Business,Outbound,48604,2024-05-02,LinkedIn,linkedin_paid_conversion,customer,open deal,true,7,17
889,carolina.mendoza3@retailcorp.com,Carolina,Mendoza,Brasil,Porto Alegre,Retail,359,28673411,Director General,C-Level / VP,champion engaged,New Business,Inbound,35512,,Facebook,facebook_paid_retargeting,sales qualified lead,open deal,false,0,
890,claudia.vargas77@retailsolutions.com,Claudia,Vargas,España,Barcelona,Retail,280,39936903,HR Generalist,IC,discovery,New Business,Partnerships,,,Instagram,instagram_paid_stories,marketing qualified lead,in progress,false,0,
891,santiago.gomez64@gmail.com,Santiago,Gómez,Perú,Chiclayo,Educación,533,145998318,Chief People Officer,C-Level / VP,discovery,New Business,Enterprise,,,Referral,referral_organic,marketing qualified lead,open,true,4,23
892,gustavo.vega49@logisticatech.com,Gustavo,Vega,Colombia,Barranquilla,Logística,167,12309060,HR Director,Manager,discovery,New Business,Inbound,,,LinkedIn,linkedin_paid_retargeting,marketing qualified lead,open,false,0,
893,florencia.rivera16@finanzastech.cl,Florencia,Rivera,Argentina,Buenos Aires,Finanzas,616,62377922,Chief People Officer,C-Level / VP,lost,New Business,Outbound,25025,2024-10-01,LinkedIn,linkedin_paid_retargeting,lead,bad timing,true,5,5
894,pablo.herrera64@outlook.com,Pablo,Herrera,Brasil,São Paulo,Alimentación,409,67587715,Payroll Analyst,IC,decision maker engaged,New Business,Partnerships,7867,2024-06-21,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,false,0,
895,fernando.cabrera52@saludsrl.com,Fernando,Cabrera,Brasil,Porto Alegre,Salud,159,3100750,HR Assistant,IC,discovery,New Business,Inbound,,,Facebook,facebook_paid_prospecting,marketing qualified lead,open,true,4,13
896,hernan.perez73@outlook.com,Hernán,Pérez,Perú,Lima,Construcción,191,8697375,Organizational Development Specialist,Technical,approaching,New Business,Outbound,,,Google,google_paid_performance_max,lead,new,false,0,
897,elena.gutierrez18@gmail.com,Elena,Gutiérrez,Chile,Valparaíso,Logística,442,65164235,HRIS Specialist,Technical,won,Expansion,Outbound,9982,2026-10-07,Event,event_demo_day,customer,open deal,true,8,21
898,patricia.ramirez93@educaciongroup.com.ar,Patricia,Ramírez,México,Guadalajara,Educación,5846,125193503,Organizational Development Specialist,Technical,prequalified,New Business,Outbound,,,Google,google_paid_display,marketing qualified lead,in progress,true,1,6
899,pablo.cruz58@retailinc.mx,Pablo,Cruz,México,Guadalajara,Retail,5423,628545177,Operations Manager,Manager,approaching,New Business,Outbound,,,Google,google_paid_display,lead,open,true,1,38
900,sergio.medina4@outlook.com,Sergio,Medina,Perú,Trujillo,Manufactura,837,135775415,HR Assistant,IC,discovery,New Business,Outbound,,,Referral,referral_organic,marketing qualified lead,open,true,2,20
901,carlos.mendoza26@gmail.com,Carlos,Mendoza,México,Monterrey,Retail,837,61221298,Talent Acquisition Manager,Manager,discovery,New Business,Outbound,,,Google,google_paid_display,marketing qualified lead,open,true,2,26
902,vanessa.flores40@logisticagroup.co,Vanessa,Flores,Perú,Chiclayo,Logística,173,17926134,Payroll Manager,Manager,champion engaged,New Business,Inbound,6285,,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,true,4,13
903,carlos.ramirez7@tecnologiasa.cl,Carlos,Ramírez,México,Puebla,Tecnología,626,184073545,Talent Acquisition Specialist,IC,champion engaged,New Business,Outbound,8263,,LinkedIn,linkedin_paid_awareness,sales qualified lead,open deal,false,0,
904,miguel.romero67@educacioninc.com.ar,Miguel,Romero,Argentina,Buenos Aires,Educación,369,51476798,HR Technology Consultant,Technical,final negotiation,New Business,Outbound,9609,2026-07-27,Facebook,facebook_paid_prospecting,opportunity,open deal,false,0,
905,elena.vargas55@alimentacionsolutions.mx,Elena,Vargas,Colombia,Cali,Alimentación,34,2903572,HR Assistant,IC,won,New Business,Outbound,11507,2026-12-08,Instagram,instagram_paid_reels,customer,open deal,true,7,29
906,hernan.suarez45@logisticasa.com,Hernán,Suárez,Perú,Lima,Logística,9338,505178388,HR Director,Manager,final negotiation,New Business,Enterprise,17476,2026-03-19,LinkedIn,linkedin_paid_conversion,opportunity,open deal,true,1,10
907,valeria.herrera6@tecnologiatech.co,Valeria,Herrera,Perú,Arequipa,Tecnología,1342,349778219,Recruiter,IC,approaching,New Business,Enterprise,,,Google,google_paid_search,lead,new,false,0,
908,luis.vega73@retailsolutions.com,Luis,Vega,España,Barcelona,Retail,808,51128375,Training Manager,Manager,won,New Business,Enterprise,22779,2024-01-15,Facebook,facebook_paid_prospecting,customer,open deal,true,5,6
909,claudia.lopez87@manufacturatech.mx,Claudia,López,Chile,Valparaíso,Manufactura,101,13047194,People Manager,Manager,won,New Business,Partnerships,12173,2025-05-11,LinkedIn,linkedin_paid_retargeting,customer,open deal,false,0,
910,valentina.navarro16@construccionsrl.com.ar,Valentina,Navarro,Colombia,Bogotá,Construcción,7363,706802347,HR Assistant,IC,prequalified,New Business,Enterprise,,,Referral,referral_organic,marketing qualified lead,open,false,0,
911,rodrigo.herrera6@manufacturacorp.mx,Rodrigo,Herrera,Argentina,Mendoza,Manufactura,133,17796304,People Operations Coordinator,IC,lead,New Business,Outbound,,,Facebook,facebook_paid_prospecting,lead,new,false,0,
912,ricardo.torres1@gmail.com,Ricardo,Torres,Brasil,Rio de Janeiro,Retail,2089,231758358,Director General,C-Level / VP,pilot,New Business,Enterprise,38007,2024-12-11,Organic,organic_seo,opportunity,open deal,false,0,
913,valentina.ramirez21@saludtech.co,Valentina,Ramírez,Brasil,Curitiba,Salud,69,8781047,Payroll Analyst,IC,won,Upsell,Outbound,14218,2026-05-02,Instagram,instagram_paid_feed,customer,open deal,true,1,30
